epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,796.181,0.91574,0.52092,0.00755,0.80629,0.83483,0.89543,0.63754,1.10776,0.62665,0.01034,0.000896857,0.000896857,0.000896857
41,816.079,0.89689,0.51938,0.00752,0.84388,0.82957,0.9032,0.65514,1.07022,0.58809,0.00989,0.000868571,0.000868571,0.000868571
42,835.905,0.90335,0.50959,0.00745,0.81426,0.86817,0.90684,0.65557,1.04882,0.59202,0.00972,0.000840286,0.000840286,0.000840286
43,855.915,0.897,0.51198,0.00746,0.84197,0.84181,0.9023,0.64559,1.06983,0.60766,0.01016,0.000812,0.000812,0.000812
44,875.196,0.90899,0.50788,0.00765,0.83706,0.85687,0.9167,0.64971,1.08881,0.5916,0.01006,0.000783714,0.000783714,0.000783714
45,893.611,0.86928,0.49135,0.00726,0.83389,0.86032,0.91323,0.68388,0.98148,0.58124,0.00961,0.000755429,0.000755429,0.000755429
46,913.937,0.85583,0.48643,0.00712,0.84279,0.82203,0.90322,0.65341,1.04929,0.63347,0.00988,0.000727143,0.000727143,0.000727143
47,932.237,0.89405,0.49913,0.00737,0.82563,0.82484,0.8861,0.59674,1.21309,0.66792,0.01062,0.000698857,0.000698857,0.000698857
48,951.752,0.87037,0.48688,0.00739,0.82389,0.83522,0.90505,0.61812,1.18709,0.62929,0.01073,0.000670571,0.000670571,0.000670571
49,970.019,0.8525,0.48418,0.00699,0.81277,0.86252,0.91358,0.65965,1.06638,0.5845,0.01004,0.000642286,0.000642286,0.000642286
50,988.829,0.84964,0.47219,0.00708,0.8788,0.7988,0.90244,0.63659,1.11689,0.64797,0.01051,0.000614,0.000614,0.000614
51,1008.19,0.85987,0.47353,0.00704,0.82361,0.86817,0.90888,0.66345,1.04324,0.60282,0.00994,0.000585714,0.000585714,0.000585714
52,1027.22,0.84165,0.48129,0.00699,0.85492,0.82298,0.9061,0.65305,1.06544,0.61332,0.01001,0.000557429,0.000557429,0.000557429
53,1047.65,0.81575,0.45591,0.00672,0.83884,0.85311,0.91225,0.6619,1.04934,0.6093,0.00977,0.000529143,0.000529143,0.000529143
54,1068.76,0.81502,0.45936,0.00663,0.85934,0.85141,0.90733,0.67582,0.97994,0.61446,0.00936,0.000500857,0.000500857,0.000500857
55,1088.87,0.82315,0.45779,0.00677,0.82812,0.85499,0.89739,0.62963,1.12771,0.65437,0.01043,0.000472571,0.000472571,0.000472571
56,1107.73,0.81531,0.45538,0.00677,0.85958,0.81073,0.90416,0.64024,1.10143,0.65808,0.01014,0.000444286,0.000444286,0.000444286
57,1128.58,0.80357,0.45122,0.0066,0.84731,0.8371,0.89746,0.63843,1.08688,0.65681,0.00993,0.000416,0.000416,0.000416
58,1146.16,0.79709,0.45183,0.00646,0.86001,0.83239,0.90582,0.66261,1.04359,0.64985,0.00964,0.000387714,0.000387714,0.000387714
59,1165.64,0.79324,0.43598,0.00649,0.85555,0.83099,0.90051,0.6318,1.1347,0.67329,0.01018,0.000359429,0.000359429,0.000359429
60,1185.47,0.79922,0.44238,0.00653,0.84309,0.84181,0.90682,0.6544,1.06867,0.67681,0.00974,0.000331143,0.000331143,0.000331143
61,1242.39,0.73371,0.3626,0.00783,0.81719,0.85026,0.88764,0.63385,1.08359,0.67249,0.00989,0.000302857,0.000302857,0.000302857
62,1261.58,0.70074,0.33827,0.00747,0.83954,0.82765,0.89728,0.62652,1.1369,0.65598,0.01048,0.000274571,0.000274571,0.000274571
63,1279.32,0.70244,0.33933,0.00755,0.8244,0.85319,0.90148,0.64839,1.06106,0.66498,0.0098,0.000246286,0.000246286,0.000246286
64,1295.84,0.68655,0.32734,0.00733,0.8432,0.85028,0.90333,0.65581,1.04656,0.63218,0.0098,0.000218,0.000218,0.000218
65,1312.25,0.67564,0.32187,0.00721,0.84314,0.84746,0.90068,0.67073,0.99713,0.64907,0.00958,0.000189714,0.000189714,0.000189714
66,1330.53,0.67709,0.3229,0.00721,0.8566,0.83809,0.90057,0.65377,1.05659,0.66532,0.00986,0.000161429,0.000161429,0.000161429
67,1348.17,0.65166,0.30557,0.00685,0.84235,0.83804,0.89989,0.65882,1.04629,0.68367,0.00969,0.000133143,0.000133143,0.000133143
68,1364.44,0.65646,0.31178,0.00686,0.83396,0.85601,0.90153,0.67306,1.00504,0.67091,0.00957,0.000104857,0.000104857,0.000104857
69,1380.82,0.64591,0.3092,0.00685,0.8487,0.83985,0.8991,0.66708,1.01047,0.67193,0.00952,7.65714e-05,7.65714e-05,7.65714e-05
70,1397.15,0.64379,0.30841,0.00683,0.85777,0.8258,0.90083,0.66341,1.03732,0.68618,0.00962,4.82857e-05,4.82857e-05,4.82857e-05
